Year,Area,Main type of activity,Level of education,Population 31 Dec
2021,MK08 Kymenlaakso,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,309
2021,MK09 South Karelia,Total,Total,126107
2021,MK09 South Karelia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,8973
2021,MK09 South Karelia,Employed,Total,48708
2021,MK09 South Karelia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,6442
2021,MK09 South Karelia,Unemployed,Total,6609
2021,MK09 South Karelia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,364
2021,MK04 Satakunta,Total,Total,214281
2021,MK04 Satakunta,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11767
2021,MK04 Satakunta,Employed,Total,86290
2021,MK04 Satakunta,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8622
2021,MK04 Satakunta,Unemployed,Total,9497
2021,MK04 Satakunta,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,354
2021,MK06 Pirkanmaa,Total,Total,527478
2021,MK06 Pirkanmaa,Total,7-8 Master's or equivalent level or doctoral or equivalent level,54685
2021,MK06 Pirkanmaa,Employed,Total,229843
2021,MK06 Pirkanmaa,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,42242
2021,MK06 Pirkanmaa,Unemployed,Total,23694
2021,MK06 Pirkanmaa,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,1762
2021,MK13 Central Finland,Total,Total,272683
2021,MK13 Central Finland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,23633
2021,MK13 Central Finland,Employed,Total,108624
2021,MK13 Central Finland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,17375
2021,MK13 Central Finland,Unemployed,Total,15883
2021,MK13 Central Finland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,919
2021,MK14 South Ostrobothnia,Total,Total,191762
2021,MK14 South Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,9512
2021,MK14 South Ostrobothnia,Employed,Total,78855
2021,MK14 South Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,7299
2021,MK14 South Ostrobothnia,Unemployed,Total,6433
2021,MK14 South Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,159
2021,MK15 Ostrobothnia,Total,Total,176041
2021,MK15 Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,14415
2021,MK15 Ostrobothnia,Employed,Total,77808
2021,MK15 Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,11445
2021,MK15 Ostrobothnia,Unemployed,Total,4851
2021,MK15 Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,290
2021,MK10 South Savo,Total,Total,131688
2021,MK10 South Savo,Total,7-8 Master's or equivalent level or doctoral or equivalent level,7801
2021,MK10 South Savo,Employed,Total,49623
2021,MK10 South Savo,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,5323
2021,MK10 South Savo,Unemployed,Total,6172
2021,MK10 South Savo,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,201
2021,MK11 North Savo,Total,Total,248363
2021,MK11 North Savo,Total,7-8 Master's or equivalent level or doctoral or equivalent level,18112
2021,MK11 North Savo,Employed,Total,100532
2021,MK11 North Savo,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,13533
2021,MK11 North Savo,Unemployed,Total,11730
2021,MK11 North Savo,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,458
2021,MK12 North Karelia,Total,Total,163281
2021,MK12 North Karelia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11416
2021,MK12 North Karelia,Employed,Total,61230
2021,MK12 North Karelia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8154
2021,MK12 North Karelia,Unemployed,Total,9849
2021,MK12 North Karelia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,540
2021,MK16 Central Ostrobothnia,Total,Total,67915
2021,MK16 Central Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,3738
2021,MK16 Central Ostrobothnia,Employed,Total,27809
2021,MK16 Central Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,2922
2021,MK16 Central Ostrobothnia,Unemployed,Total,2450
2021,MK16 Central Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,71
2021,MK17 North Ostrobothnia,Total,Total,415603
2021,MK17 North Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,34986
2021,MK17 North Ostrobothnia,Employed,Total,169998
2021,MK17 North Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,27185
2021,MK17 North Ostrobothnia,Unemployed,Total,20154
2021,MK17 North Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,1192
2021,MK18 Kainuu,Total,Total,71255
2021,MK18 Kainuu,Total,7-8 Master's or equivalent level or doctoral or equivalent level,3864
2021,MK18 Kainuu,Employed,Total,27386
2021,MK18 Kainuu,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,2798
2021,MK18 Kainuu,Unemployed,Total,3304
2021,MK18 Kainuu,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,119
2021,MK19 Lapland,Total,Total,176494
2021,MK19 Lapland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11283
2021,MK19 Lapland,Employed,Total,71227
2021,MK19 Lapland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8407
2021,MK19 Lapland,Unemployed,Total,8952
2021,MK19 Lapland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,362
2021,MK21 Åland,Total,Total,30344
2021,MK21 Åland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,2055
2021,MK21 Åland,Employed,Total,14119
2021,MK21 Åland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,1570
2021,MK21 Åland,Unemployed,Total,797
2021,MK21 Åland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,37
2022,MK01 Uusimaa,Total,Total,1733033
2022,MK01 Uusimaa,Total,7-8 Master's or equivalent level or doctoral or equivalent level,259635
2022,MK01 Uusimaa,Employed,Total,826194
2022,MK01 Uusimaa,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,195986
2022,MK01 Uusimaa,Unemployed,Total,83692
2022,MK01 Uusimaa,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,8280
2022,MK02 Southwest Finland,Total,Total,485567
2022,MK02 Southwest Finland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,47610
2022,MK02 Southwest Finland,Employed,Total,213230
2022,MK02 Southwest Finland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,35007
2022,MK02 Southwest Finland,Unemployed,Total,21035
2022,MK02 Southwest Finland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,1533
2022,MK05 Kanta-Häme,Total,Total,169537
2022,MK05 Kanta-Häme,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11563
2022,MK05 Kanta-Häme,Employed,Total,71601
2022,MK05 Kanta-Häme,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8243
2022,MK05 Kanta-Häme,Unemployed,Total,6889
2022,MK05 Kanta-Häme,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,246
2022,MK07 Päijät-Häme,Total,Total,204528
2022,MK07 Päijät-Häme,Total,7-8 Master's or equivalent level or doctoral or equivalent level,13271
2022,MK07 Päijät-Häme,Employed,Total,81263
2022,MK07 Päijät-Häme,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,9393
2022,MK07 Päijät-Häme,Unemployed,Total,11564
2022,MK07 Päijät-Häme,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,406
2022,MK08 Kymenlaakso,Total,Total,159488
2022,MK08 Kymenlaakso,Total,7-8 Master's or equivalent level or doctoral or equivalent level,9050
2022,MK08 Kymenlaakso,Employed,Total,62335
2022,MK08 Kymenlaakso,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,6294
2022,MK08 Kymenlaakso,Unemployed,Total,8299
2022,MK08 Kymenlaakso,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,262
2022,MK09 South Karelia,Total,Total,125353
2022,MK09 South Karelia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,9145
2022,MK09 South Karelia,Employed,Total,48762
2022,MK09 South Karelia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,6538
2022,MK09 South Karelia,Unemployed,Total,6459
2022,MK09 South Karelia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,318
2022,MK04 Satakunta,Total,Total,212556
2022,MK04 Satakunta,Total,7-8 Master's or equivalent level or doctoral or equivalent level,12022
2022,MK04 Satakunta,Employed,Total,86383
2022,MK04 Satakunta,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8828
2022,MK04 Satakunta,Unemployed,Total,9457
2022,MK04 Satakunta,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,315
2022,MK06 Pirkanmaa,Total,Total,532671
2022,MK06 Pirkanmaa,Total,7-8 Master's or equivalent level or doctoral or equivalent level,56848
2022,MK06 Pirkanmaa,Employed,Total,236803
2022,MK06 Pirkanmaa,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,44051
2022,MK06 Pirkanmaa,Unemployed,Total,22172
2022,MK06 Pirkanmaa,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,1680
2022,MK13 Central Finland,Total,Total,272437
2022,MK13 Central Finland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,24390
2022,MK13 Central Finland,Employed,Total,110792
2022,MK13 Central Finland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,18011
2022,MK13 Central Finland,Unemployed,Total,14972
2022,MK13 Central Finland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,855
2022,MK14 South Ostrobothnia,Total,Total,190774
2022,MK14 South Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,9835
2022,MK14 South Ostrobothnia,Employed,Total,79415
2022,MK14 South Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,7585
2022,MK14 South Ostrobothnia,Unemployed,Total,6388
2022,MK14 South Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,129
2022,MK15 Ostrobothnia,Total,Total,176323
2022,MK15 Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,14706
2022,MK15 Ostrobothnia,Employed,Total,78830
2022,MK15 Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,11741
2022,MK15 Ostrobothnia,Unemployed,Total,4665
2022,MK15 Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,264
2022,MK10 South Savo,Total,Total,130451
2022,MK10 South Savo,Total,7-8 Master's or equivalent level or doctoral or equivalent level,7985
2022,MK10 South Savo,Employed,Total,49871
2022,MK10 South Savo,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,5446
2022,MK10 South Savo,Unemployed,Total,5735
2022,MK10 South Savo,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,180
2022,MK11 North Savo,Total,Total,247689
2022,MK11 North Savo,Total,7-8 Master's or equivalent level or doctoral or equivalent level,18699
2022,MK11 North Savo,Employed,Total,101411
2022,MK11 North Savo,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,14025
2022,MK11 North Savo,Unemployed,Total,11396
2022,MK11 North Savo,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,387
2022,MK12 North Karelia,Total,Total,162540
2022,MK12 North Karelia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11734
2022,MK12 North Karelia,Employed,Total,61796
2022,MK12 North Karelia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8398
2022,MK12 North Karelia,Unemployed,Total,9483
2022,MK12 North Karelia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,488
2022,MK16 Central Ostrobothnia,Total,Total,67805
2022,MK16 Central Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,3854
2022,MK16 Central Ostrobothnia,Employed,Total,28113
2022,MK16 Central Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,3050
2022,MK16 Central Ostrobothnia,Unemployed,Total,2530
2022,MK16 Central Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,65
2022,MK17 North Ostrobothnia,Total,Total,416543
2022,MK17 North Ostrobothnia,Total,7-8 Master's or equivalent level or doctoral or equivalent level,36193
2022,MK17 North Ostrobothnia,Employed,Total,172504
2022,MK17 North Ostrobothnia,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,28099
2022,MK17 North Ostrobothnia,Unemployed,Total,20769
2022,MK17 North Ostrobothnia,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,1164
2022,MK18 Kainuu,Total,Total,70521
2022,MK18 Kainuu,Total,7-8 Master's or equivalent level or doctoral or equivalent level,3966
2022,MK18 Kainuu,Employed,Total,27237
2022,MK18 Kainuu,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,2886
2022,MK18 Kainuu,Unemployed,Total,3078
2022,MK18 Kainuu,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,90
2022,MK19 Lapland,Total,Total,175795
2022,MK19 Lapland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11624
2022,MK19 Lapland,Employed,Total,72569
2022,MK19 Lapland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8697
2022,MK19 Lapland,Unemployed,Total,8325
2022,MK19 Lapland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,327
2022,MK21 Åland,Total,Total,30359
2022,MK21 Åland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,2068
2022,MK21 Åland,Employed,Total,14439
2022,MK21 Åland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,1577
2022,MK21 Åland,Unemployed,Total,648
2022,MK21 Åland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,34
2023,MK01 Uusimaa,Total,Total,1759537
2023,MK01 Uusimaa,Total,7-8 Master's or equivalent level or doctoral or equivalent level,271495
2023,MK01 Uusimaa,Employed,Total,829992
2023,MK01 Uusimaa,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,203618
2023,MK01 Uusimaa,Unemployed,Total,95178
2023,MK01 Uusimaa,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,10100
2023,MK02 Southwest Finland,Total,Total,490786
2023,MK02 Southwest Finland,Total,7-8 Master's or equivalent level or doctoral or equivalent level,49816
2023,MK02 Southwest Finland,Employed,Total,214560
2023,MK02 Southwest Finland,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,36524
2023,MK02 Southwest Finland,Unemployed,Total,23318
2023,MK02 Southwest Finland,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,1743
2023,MK05 Kanta-Häme,Total,Total,169547
2023,MK05 Kanta-Häme,Total,7-8 Master's or equivalent level or doctoral or equivalent level,11959
2023,MK05 Kanta-Häme,Employed,Total,70456
2023,MK05 Kanta-Häme,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,8483
2023,MK05 Kanta-Häme,Unemployed,Total,8150
2023,MK05 Kanta-Häme,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,307
2023,MK07 Päijät-Häme,Total,Total,204479
2023,MK07 Päijät-Häme,Total,7-8 Master's or equivalent level or doctoral or equivalent level,13905
2023,MK07 Päijät-Häme,Employed,Total,80272
2023,MK07 Päijät-Häme,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,9767
2023,MK07 Päijät-Häme,Unemployed,Total,12535
2023,MK07 Päijät-Häme,Unemployed,7-8 Master's or equivalent level or doctoral or equivalent level,483
2023,MK08 Kymenlaakso,Total,Total,158658
2023,MK08 Kymenlaakso,Total,7-8 Master's or equivalent level or doctoral or equivalent level,9314
2023,MK08 Kymenlaakso,Employed,Total,61114
2023,MK08 Kymenlaakso,Employed,7-8 Master's or equivalent level or doctoral or equivalent level,6427
2023,MK08 Kymenlaakso,Unemployed,Total,9502
